id,fecha_hora,ia,ib,ic,va,vb,vc,p_act,p_react,fp,estado
1,2025-06-02 22:23:18.042646,17.04414321032312,11.769242256889678,0.060822476003896675,204.75125361242917,214.76982614831343,205.19987082872944,4841.096122015373,801.0229776561106,0.8379488835926013,1
2,2025-06-02 22:23:19.046228,9.949841198893145,46.80721443917166,43.798892864417176,236.17742752253508,229.7363716694906,233.2888023758972,3291.302299660174,695.0062563382446,0.7631658444957196,0
3,2025-06-02 22:23:20.051863,28.108104391169377,33.701082486783015,13.1086628617597,231.27582782808537,209.74305375881698,223.77334238961237,4569.318726147749,1253.7451713668636,0.8199428083356117,0
4,2025-06-02 22:23:21.061770,24.411331234672335,24.298274988528533,16.28162652979519,214.92539718304315,207.3826884041337,215.79363734221653,4306.360182064412,198.00464206629198,0.9168832521637404,1
5,2025-06-02 22:23:22.064002,45.26199229984748,3.203968669029117,26.75404573499091,235.90594291752475,205.31309412616787,215.97247583611315,443.2715504527379,523.1034805971792,0.9764220894024029,1
6,2025-06-02 22:23:23.074130,20.950210782312833,23.391347856444362,35.06142664820941,230.29356602393807,233.79804208307013,206.41932830880648,2162.4963911891355,119.12508282368361,0.9340056361711001,0
7,2025-06-02 22:23:24.076531,44.53371955269315,24.621026939446743,16.59347114125605,202.53672261728462,208.5281404735657,231.24236369129642,1881.5428015475372,1572.991653387012,0.9083649606367099,0
8,2025-06-02 22:23:25.086975,24.381460266938713,10.910979483094657,0.16133237386353194,218.1996465437388,227.19436628594366,214.90937584325906,2858.8951920598824,1846.4909055233798,0.8133818945377104,0
9,2025-06-02 22:23:26.097230,39.38027068374084,40.56861500545793,42.144248103771616,209.44556999952124,211.5245264860362,215.5861972625636,4051.920566411399,672.576856523366,0.924123190056112,0
10,2025-06-02 22:23:27.099620,37.34167749756273,31.3962153741913,15.901292028896002,227.4855552667496,233.15594893571486,211.545578529117,3461.5861845383765,1595.9224058011828,0.8708394845901344,0
11,2025-06-02 22:23:51.042572,18.64277129522866,1.3676153191268858,3.3965608776009457,201.78446564396407,235.30510656746623,232.3365391615112,3544.8671312049496,1103.8855706983038,0.9999048049083964,1
12,2025-06-02 22:24:06.044855,45.115603125792575,24.453868949275932,44.63704500267713,219.56498426802494,215.16965172017441,226.85268445897248,1290.230775707921,1829.6426839541875,0.7032122196090218,0
13,2025-06-02 22:24:21.054873,34.67088246697628,17.719040425528455,13.900726729861729,230.41178726257573,223.0760013112945,205.7166195060884,1729.1011519285526,1482.1966881947776,0.8279922031653618,0
14,2025-06-02 22:24:36.064198,4.6903336661677395,14.09223675327273,2.6871187775124596,216.7040060166877,228.5771730516988,200.1167020155729,3633.7555883351247,35.46669697421656,0.8314552180039878,0
15,2025-06-02 22:24:51.072476,10.029685062883193,31.80189715669809,2.85236387029551,219.57132461696017,204.52659242398238,205.15388709371211,1013.6818690747962,214.92172573922198,0.9728241819415695,1
16,2025-06-02 22:25:06.082015,15.832484435618948,41.00984560357352,24.47817403112823,203.14792029238654,200.0585264758642,204.81722825274764,3460.1002706991358,884.6674236148189,0.8724364611509168,1
17,2025-06-02 22:25:17.065450,27.25306352820151,49.60345798980505,11.789536772126807,221.14282301479466,207.93530270283108,216.3074400302715,1460.3200910115893,459.67613954848207,0.9925129991371526,1
18,2025-06-02 22:25:32.067783,8.243058523360403,17.022045621718163,10.615116551849802,238.23488072470047,232.8554519588538,219.36533460483543,3388.142533731554,1865.5706933116173,0.83769153105424,1
19,2025-06-02 22:25:47.077642,4.15066483215587,7.373986300848018,12.189812034708531,233.64999153307508,226.53850382301636,215.5587350937247,2501.7155837398864,1542.626331858732,0.879303515617636,0
20,2025-06-02 22:26:02.088216,17.204938145300485,24.103755428457323,20.532942007920994,229.834126802499,233.15998100478953,236.21819166730103,2226.4392658865077,956.8621910828745,0.73542413369965,1
21,2025-06-02 22:26:18.713047,10.808508510365321,21.295734232067108,4.770464566883609,204.042010856417,215.1860290248554,228.48585014400538,4275.478083679796,1553.1726469072507,0.7040459546983935,1
22,2025-06-02 22:26:33.715757,15.862366584939902,41.16717625050075,39.04356919451709,223.15093037220177,201.889972956209,239.2274139249512,4053.6628047667687,329.37559625227067,0.7985942401959956,1
23,2025-06-02 22:26:48.725256,26.85697420163695,46.75014028847485,18.911264675720112,226.8261703143867,234.9330617066987,218.0549284008845,450.37416024213906,1663.7497041770953,0.8982893608082984,1
24,2025-06-02 22:27:03.734968,6.5816701895051395,7.637561001377568,3.0252405521972667,236.9535659044049,201.64758385287266,206.34789790441093,1856.6734459446077,933.0861702102902,0.7581534145144294,1
25,2025-06-02 22:27:18.737610,23.118994785738078,40.09967909901961,17.64809958353754,227.81735561646505,239.4411014333312,216.85141818978872,592.1863385013943,1916.5736978201178,0.8939945293920781,1
26,2025-06-02 22:27:33.747779,17.053649499123917,13.919841289732926,29.469918690783338,201.95032579142764,218.60581754489468,202.15734258156166,1536.5703974310602,1731.5602907666528,0.8685325714318204,0
27,2025-06-02 22:27:48.757910,38.23735713490646,32.66754677533911,38.11240757296752,216.32466980133867,227.1170066644386,214.34064489758026,2955.898332373148,542.8385778838349,0.7782262413364633,0
